,bkblk,bknwy,bkon8,bkona,bkspr,bkxbq,bkxcr,bkxwp,blxwp,bxqsq,cntxt,dsopp,dwipd,hdchk,katri,mulch,qxmsq,r2ar8,reskd,reskr,rimmx,rkxwp,rxmsq,simpl,skach,skewr,skrxp,spcop,stlmt,thrsk,wkcti,wkna8,wknck,wkovl,wkpos,wtoeg,class
2807,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
859,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
1980,1,1,1,1,1,2,1,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,0
1882,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
2412,1,1,1,1,1,2,2,1,2,1,2,2,1,1,3,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,1,1,1,2,1,2,1
2671,1,1,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1
543,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
592,1,1,2,1,2,2,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
2619,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1
323,1,1,1,1,1,2,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1702,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2,1
1468,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0
656,1,1,1,1,1,2,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,0
1156,1,1,1,1,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1
2289,1,1,1,1,1,1,2,2,2,2,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0
1466,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
129,1,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0
2753,1,1,1,1,2,2,2,2,2,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1907,1,1,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
2357,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
780,1,1,1,2,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1
2276,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1
451,1,1,1,1,2,2,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
1884,1,1,1,1,2,2,1,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
2540,1,2,1,1,2,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1
2844,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1
2651,2,1,1,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,0
2891,1,1,1,1,1,2,1,1,2,1,2,1,1,1,3,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,2,2,1,2,1
308,1,1,1,1,1,1,2,1,1,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
3054,1,1,1,1,2,1,2,2,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
1277,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1
1397,2,1,1,1,2,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1286,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,2,1
515,1,1,1,1,2,2,2,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,1,0
228,1,1,1,1,1,2,2,2,2,1,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
2869,1,1,1,1,2,1,1,1,1,2,2,1,1,1,3,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
477,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
2027,1,1,1,1,2,1,2,2,2,2,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0
1508,1,1,1,1,1,2,1,1,1,1,1,2,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,0
1350,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1474,2,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
410,1,1,1,1,1,2,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,2,1,1,2,1
1823,1,1,1,2,2,1,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,0
58,1,2,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
947,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,0
532,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,1,1,1,2,2,1,2,1,1,1,1,1,1,1,2,2,2,1
2346,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,2,2,1
1029,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,0
668,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
604,1,1,1,1,2,2,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0
1487,1,1,1,2,2,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
701,1,1,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
1010,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1
535,1,1,1,1,1,2,1,1,2,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1
552,1,1,1,1,1,1,1,1,1,2,1,2,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
452,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1
333,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,0
2769,1,1,1,1,2,2,2,2,2,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,0
400,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
2802,1,1,1,1,2,1,2,2,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
977,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1
2008,1,1,1,1,2,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1700,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
62,1,1,1,1,2,2,2,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0
2209,1,1,2,1,2,1,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,0
900,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1521,1,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1613,1,1,1,1,1,1,2,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,0
394,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,0
3117,2,1,1,2,2,1,2,2,2,2,2,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,0
1186,1,1,1,2,2,2,1,1,1,1,1,1,2,1,3,2,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,0
2037,1,2,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,0
2217,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
1258,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
2755,1,1,1,1,1,2,2,2,2,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,0
196,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,0
1213,1,1,1,1,2,2,2,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,0
110,1,1,1,2,2,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1314,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1
80,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1
548,1,1,1,1,1,2,1,2,2,2,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
1112,1,1,1,1,2,2,2,1,2,1,2,1,1,1,3,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
516,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,0
2820,1,1,1,1,2,1,2,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0
1753,1,1,1,1,2,1,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
1008,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1
1134,1,1,1,1,1,2,1,2,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
524,1,1,1,1,1,2,1,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0
1478,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,0
344,2,1,2,1,1,1,2,2,2,2,2,1,1,1,3,1,1,1,1,2,2,1,1,2,1,2,2,1,1,1,2,1,2,1,2,2,1
1559,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,1,2,0
2288,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1
1901,2,1,1,1,1,2,2,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
257,1,1,1,1,1,2,1,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
144,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1729,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
503,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,1,2,1,2,1,2,0
707,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1
1993,2,1,1,1,2,1,1,1,2,1,2,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
683,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,0
2625,1,1,1,1,1,1,1,1,1,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,0
273,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1
2751,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,1
413,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2359,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1
1331,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
1312,1,1,1,1,1,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,0
298,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,0
2161,1,1,1,1,1,2,1,1,2,1,1,2,1,1,3,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
1742,1,1,1,2,2,2,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,0
2085,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,2,1,0
3102,1,1,2,1,2,1,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,0
2002,1,1,1,1,1,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1
2238,1,1,1,1,1,1,1,1,2,1,2,1,1,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1622,1,1,1,1,2,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
1161,2,1,1,2,1,2,2,2,2,1,2,1,1,1,3,1,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
586,1,1,2,1,2,2,2,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,0
332,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1
1600,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,0
593,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1
2825,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,0
2198,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1
2586,1,1,1,1,1,1,1,1,1,2,1,1,2,1,3,1,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1978,2,1,1,1,2,2,2,2,2,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
2582,1,1,1,2,1,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,0
1321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,0
2017,1,1,1,1,2,2,2,1,1,1,2,1,1,1,3,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,0
2322,1,1,1,2,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,0
671,1,1,1,2,2,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
1053,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1
1202,1,1,1,1,2,1,2,2,2,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,0
782,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,1,2,1,1
2667,1,1,1,1,1,2,2,2,2,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1
907,1,1,1,2,1,2,1,1,1,1,2,1,1,1,3,1,1,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,2,2,1,2,0
1750,1,1,1,1,1,1,2,2,2,1,2,2,2,1,3,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,0
3040,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,1
1956,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1
2691,1,1,1,1,1,2,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
2894,1,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
1708,1,1,1,1,1,2,1,1,1,2,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,0
32,1,1,1,1,1,2,2,1,1,2,2,1,1,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1
1289,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,0
3142,1,1,1,1,1,2,2,1,2,1,2,1,1,1,3,1,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
398,1,2,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1
225,1,1,1,1,1,2,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,2,1,0
2798,1,1,1,1,2,2,2,2,2,2,2,1,2,1,3,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
2906,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1
3184,1,1,1,1,2,1,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1
847,1,1,1,1,2,2,2,1,1,2,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,0
2296,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1
2847,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1
1310,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,2,2,1,0
2542,1,1,1,1,2,2,2,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,1,0
1469,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1
1327,2,1,1,1,1,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
489,1,1,2,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,2,0
1243,1,2,1,1,1,1,1,1,1,2,1,2,1,1,3,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1
639,1,1,1,2,1,2,1,1,2,1,2,1,2,1,3,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
245,1,1,1,2,2,2,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,0
978,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1
1108,1,1,1,1,1,1,2,2,2,1,2,2,1,1,3,1,1,2,1,2,1,2,1,2,1,2,2,1,1,2,2,1,2,2,1,2,0
939,1,1,1,1,1,1,2,2,2,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
1099,2,1,1,2,2,2,2,2,2,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,0
1495,1,1,1,1,2,1,2,2,2,1,2,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,0
2160,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,0
1976,1,1,1,1,2,1,1,1,1,1,2,1,2,1,3,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,0
2965,1,1,1,1,2,1,2,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,0
1301,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,0
3190,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,1,2,1
2574,1,1,1,1,2,1,2,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,0
1888,1,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1
3050,1,1,1,1,2,2,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1
1646,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,0
1442,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,0
123,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,0
3185,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,0
2449,2,1,1,1,2,1,2,2,2,2,2,1,1,1,3,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0
2152,1,1,1,1,2,1,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,1,2,1,0
3046,1,1,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,0
