,x-box,y-box,width,high,onpix,x-bar,y-bar,x2bar,y2bar,xybar,x2ybr,xy2br,x-ege,xegvy,y-ege,yegvx,class
5808,4,6,6,5,4,11,7,3,7,11,5,8,3,9,5,11,16
11511,9,10,7,5,4,10,8,6,6,14,4,6,6,10,5,9,14
3814,2,4,3,3,1,8,8,2,8,14,7,10,1,9,2,9,3
19525,8,11,8,8,6,4,9,6,8,11,10,10,4,10,3,7,24
6683,6,11,8,9,9,7,9,6,4,8,6,9,5,8,8,12,7
3895,5,11,7,9,4,8,5,1,10,10,3,11,1,8,4,9,1
10903,5,8,6,6,4,9,8,4,7,10,7,8,3,9,6,9,18
14681,4,9,6,7,4,8,10,3,10,12,8,8,2,10,7,7,19
16962,4,8,5,6,4,10,4,2,8,10,3,11,1,7,3,11,1
12652,3,8,4,6,2,14,3,10,5,15,5,13,2,7,1,9,4
19797,4,8,5,6,4,9,9,6,8,6,7,9,1,9,9,9,18
12950,3,5,5,4,3,8,3,3,2,7,3,9,3,8,4,7,0
13107,4,8,5,6,3,9,7,3,7,15,6,10,1,8,1,8,4
758,5,12,6,9,5,6,12,5,7,12,10,5,1,11,5,8,14
3115,8,13,7,8,4,7,11,4,7,13,9,7,3,10,5,6,22
19253,4,3,4,4,3,5,5,4,9,3,2,8,1,8,2,7,1
12095,4,3,5,4,4,7,12,3,3,8,10,10,7,12,2,9,15
914,5,12,6,9,4,10,9,7,10,6,7,6,1,9,10,8,18
15945,5,11,8,9,5,5,10,2,9,11,13,11,2,12,3,8,11
8219,6,11,7,9,6,8,7,8,5,10,7,11,6,9,5,8,17
8206,4,8,5,6,3,4,7,8,4,8,8,13,4,9,4,12,7
1863,4,9,6,7,7,7,8,4,7,9,8,12,7,11,6,7,1
2667,2,4,3,3,2,8,5,2,8,8,3,11,1,8,3,9,1
12197,5,3,6,4,4,6,8,5,9,8,7,12,4,9,6,10,7
8518,5,7,7,5,4,10,9,5,2,8,9,9,9,10,1,9,15
1109,3,5,4,4,2,11,3,4,3,11,3,10,3,7,3,9,0
5482,10,16,9,9,6,9,7,5,6,10,9,6,5,11,5,5,11
8819,6,8,8,6,5,9,8,3,8,11,4,9,5,10,5,10,7
908,7,12,5,7,3,7,9,5,7,11,7,10,3,10,9,10,13
398,5,8,6,6,4,5,13,3,6,14,8,6,2,11,2,8,25
8632,7,9,10,8,10,7,8,5,5,7,6,9,9,10,6,9,9
9461,3,9,4,7,3,8,8,1,9,14,7,9,1,9,2,8,3
2991,7,10,10,8,7,8,10,4,7,13,8,7,4,10,4,8,25
551,5,7,5,5,4,8,6,13,5,8,13,9,4,10,1,9,24
4018,4,6,6,5,3,9,8,4,8,11,7,8,2,10,6,9,18
18925,6,12,9,9,9,8,12,3,3,7,9,9,8,13,2,9,15
10682,3,8,4,6,3,8,6,13,5,8,12,9,4,10,1,9,24
6804,6,8,6,6,3,4,12,5,4,11,13,8,3,11,2,9,6
13718,4,5,5,4,3,9,8,8,5,10,7,9,3,9,4,9,17
13043,3,4,5,3,4,8,7,4,5,10,8,9,7,6,2,9,2
6796,4,7,5,6,3,9,6,9,8,8,5,9,4,9,5,9,23
6910,4,8,6,6,3,4,4,7,9,2,1,7,1,8,2,7,1
13586,6,8,8,6,6,9,8,2,7,11,6,10,4,9,3,10,7
19155,8,11,6,6,5,8,7,4,3,9,7,9,5,10,10,9,8
5549,10,16,9,9,6,11,4,4,4,10,4,7,5,8,6,10,8
413,6,12,8,9,7,7,8,9,8,7,7,6,4,10,5,10,5
13453,3,4,4,3,2,8,8,2,9,11,7,9,3,9,3,8,12
6141,5,10,7,9,8,7,10,6,6,8,8,12,7,11,10,11,13
17131,3,4,5,2,2,11,3,4,2,10,3,10,2,7,2,9,0
15480,3,2,4,3,2,9,13,4,7,8,12,9,3,12,2,9,22
2495,3,5,4,4,3,6,11,5,7,11,10,7,2,11,4,7,25
14616,5,3,7,4,4,10,12,4,3,6,10,9,9,12,3,9,15
16135,3,3,3,5,3,8,8,2,9,8,7,9,1,9,4,9,3
14703,4,4,5,6,5,9,9,7,3,6,8,10,4,9,6,11,23
7440,4,4,5,6,3,9,5,15,6,8,13,9,4,10,1,9,24
10494,5,10,6,8,4,9,9,8,8,7,11,9,4,10,2,9,24
7213,2,10,1,7,1,8,8,5,5,8,7,9,1,9,1,9,3
15150,4,2,5,3,2,8,9,7,9,8,11,9,4,11,2,9,24
14339,6,10,8,8,8,9,11,8,5,7,7,12,6,9,9,10,13
7502,4,6,5,8,3,6,7,12,8,6,6,6,4,9,5,9,5
9693,4,8,6,6,4,11,3,3,3,10,3,9,3,7,5,9,0
10884,10,14,8,8,6,10,7,6,5,10,6,8,4,10,9,10,8
16396,3,4,5,3,2,6,12,3,6,14,8,6,2,10,2,8,25
12716,5,8,5,6,4,7,8,7,7,11,8,11,3,10,5,10,8
7541,7,9,9,7,7,9,7,2,7,11,5,10,6,8,6,12,7
18335,5,9,6,7,3,9,6,5,7,16,7,12,2,7,1,8,4
4992,4,6,5,4,3,6,11,4,7,11,10,7,2,11,4,7,25
8685,3,5,5,4,4,9,8,4,6,11,7,8,3,9,5,10,16
2972,5,9,6,7,5,8,9,7,7,8,7,8,4,9,4,8,21
16857,5,9,7,7,4,10,6,4,11,12,5,10,2,8,7,10,19
4145,4,9,5,7,3,9,11,2,4,8,13,9,2,12,1,9,11
14959,6,10,7,9,6,9,8,8,6,7,9,9,4,9,6,11,23
19729,3,9,4,7,3,15,5,5,5,13,3,10,1,8,1,9,4
17918,4,8,6,6,4,8,11,2,6,6,12,10,3,12,2,9,11
10217,3,12,3,9,3,9,8,1,9,8,7,8,1,9,4,8,3
4058,10,16,10,9,8,8,9,4,6,9,5,10,8,8,8,7,10
17897,5,9,6,7,2,8,8,5,5,8,7,9,4,9,5,9,12
16581,5,9,5,6,2,2,12,6,8,12,12,10,1,9,3,7,25
18939,4,9,5,7,6,9,8,9,6,8,7,7,4,9,8,11,16
18065,7,10,9,8,6,8,7,9,5,8,6,9,4,9,4,9,17
13825,5,5,6,8,4,8,8,16,3,5,7,9,7,9,1,9,9
19702,9,12,9,9,10,5,11,3,4,10,9,8,10,14,4,6,15
15622,7,8,7,6,5,8,11,3,8,12,10,6,4,12,5,5,22
5893,3,4,4,3,2,6,13,4,7,12,10,5,2,11,3,6,22
16327,4,12,5,10,3,8,9,1,9,14,7,8,1,9,2,8,3
4778,6,11,9,8,10,6,11,4,5,9,8,7,4,9,11,2,18
16158,6,10,8,8,4,10,13,4,5,5,12,10,4,11,2,9,6
13899,2,2,3,2,1,5,7,7,3,8,7,12,4,9,3,11,7
7012,6,10,8,8,7,7,7,7,5,7,6,9,7,8,7,11,21
15571,11,10,9,14,6,9,10,4,4,7,12,6,5,11,8,8,11
4921,5,10,7,7,5,10,8,5,7,10,5,8,4,8,6,11,10
14539,5,11,8,8,2,8,11,4,3,8,14,9,3,12,1,9,11
11539,6,12,10,9,8,9,5,2,5,7,3,7,6,9,7,7,0
14907,5,12,6,9,4,9,10,1,8,15,6,7,2,10,2,9,4
11038,5,8,6,6,6,9,9,8,4,9,6,8,5,9,7,12,10
3957,7,8,9,7,7,8,5,6,7,8,5,9,6,5,7,8,23
9885,8,11,7,6,5,9,5,5,4,9,7,11,5,10,7,8,8
972,1,2,1,2,1,8,8,5,5,8,7,9,1,9,1,9,3
4714,4,10,5,8,2,14,3,10,5,15,6,14,2,7,1,9,4
2086,3,8,4,6,5,7,8,8,6,8,7,8,3,9,7,10,16
16027,7,11,8,9,5,8,8,14,3,8,10,9,10,7,1,9,2
8748,6,9,7,10,7,9,8,8,5,10,9,10,5,10,8,10,23
1090,9,13,8,7,7,9,9,5,6,10,6,8,8,6,9,8,16
13173,1,1,1,1,1,8,8,5,5,8,7,9,1,9,1,9,3
7688,5,7,6,5,5,10,7,5,7,10,5,7,4,9,4,9,5
18670,7,11,9,6,4,13,5,6,4,14,2,8,6,8,1,9,9
17279,5,9,7,7,9,10,9,5,6,8,7,7,5,7,8,6,5
6249,3,5,4,4,2,5,9,6,8,12,10,13,2,10,3,8,20
13351,3,2,3,3,2,7,8,7,11,8,7,15,1,9,5,10,20
5965,5,12,6,9,5,7,8,4,6,16,8,12,2,7,2,7,4
4993,6,9,9,7,6,11,6,4,6,10,5,8,9,7,3,10,2
18635,5,10,7,8,8,8,8,6,7,8,7,9,4,9,4,9,21
19495,3,4,3,3,2,9,8,7,4,10,7,9,3,9,4,9,17
7599,4,7,5,5,3,10,10,4,6,14,5,4,2,11,4,10,14
857,6,11,7,9,5,9,8,6,9,12,4,9,3,8,6,10,18
19559,5,8,6,6,6,8,8,7,7,8,7,9,7,9,4,9,21
19341,9,12,9,9,7,4,9,6,9,11,9,11,6,11,5,5,24
15373,5,12,6,9,6,3,9,6,11,8,6,15,1,9,7,10,13
12868,5,8,6,6,3,8,7,8,10,7,6,11,2,9,7,12,8
17905,5,10,6,8,5,8,8,9,6,8,7,9,4,9,4,9,17
621,6,10,6,6,4,11,6,5,7,13,4,9,4,9,8,12,23
8315,4,9,5,7,7,11,8,5,6,8,7,7,5,7,10,7,5
12777,4,5,5,6,4,8,9,6,4,8,10,11,4,9,6,9,23
4427,5,6,5,5,4,9,9,8,6,8,7,8,3,10,10,9,18
16880,4,3,5,4,3,8,8,7,8,7,7,6,3,9,4,8,5
4336,7,12,7,9,4,5,14,10,3,11,7,5,2,11,5,9,14
15447,5,6,6,5,4,7,7,7,7,7,7,10,3,10,5,9,8
2056,6,8,8,7,8,7,10,7,7,9,8,9,6,10,7,12,6
19256,3,5,4,4,3,10,7,4,6,11,5,6,3,9,4,9,5
14021,3,4,4,3,2,8,9,3,8,12,8,9,2,10,5,7,18
16290,4,8,6,5,2,8,11,4,3,8,14,9,3,12,1,9,11
5514,6,11,7,9,5,5,12,5,7,12,11,6,3,11,3,6,25
6272,5,12,5,9,5,7,8,11,8,8,7,8,3,9,10,11,16
11152,7,15,7,9,5,13,3,4,3,13,5,12,5,5,5,12,0
11741,6,5,7,7,7,10,11,6,4,7,8,8,6,12,8,5,11
19331,5,10,7,8,5,11,8,4,6,13,5,6,4,9,5,10,14
10638,6,11,7,9,5,9,8,9,6,11,7,9,4,9,4,9,17
11195,5,10,6,8,7,8,7,11,2,8,9,9,9,6,1,9,2
18532,4,5,5,6,5,9,8,8,4,7,7,10,3,9,6,10,23
4953,10,14,11,8,6,8,8,3,10,12,6,9,5,8,5,8,12
1205,5,9,7,7,5,6,8,5,9,8,7,11,5,9,6,10,7
14976,5,11,7,8,2,9,11,3,3,7,14,9,2,12,1,9,11
9309,4,6,7,5,3,8,13,3,4,7,12,10,5,13,3,8,6
846,5,6,8,4,4,7,9,2,10,12,9,10,4,9,4,8,12
5829,7,10,10,7,8,10,7,3,6,10,6,8,9,7,3,9,2
13335,9,12,8,7,5,9,10,5,5,13,5,5,5,11,6,8,14
13109,4,4,5,5,2,7,8,8,10,8,7,14,2,10,5,10,20
8029,3,4,3,3,2,5,9,5,7,12,11,12,2,10,3,8,20
13909,7,12,9,9,6,10,8,4,6,11,5,7,7,9,2,8,9
11760,6,8,6,6,4,6,9,7,9,13,10,14,2,10,4,8,20
13133,5,4,6,5,5,7,8,7,7,8,7,11,4,9,4,9,21
14934,8,10,7,14,6,6,8,6,4,8,12,7,5,11,6,7,11
4832,7,11,9,9,8,8,7,4,6,7,7,9,4,10,11,10,12
6847,5,11,6,9,4,8,7,10,9,7,5,8,4,9,5,9,17
16651,5,9,7,7,4,8,8,2,9,11,7,9,4,9,5,8,12
209,6,10,8,9,10,8,8,6,5,8,7,9,8,10,8,9,6
1744,8,11,11,9,8,6,7,4,6,10,10,10,9,6,3,9,2
18177,2,1,3,1,1,8,11,4,2,8,13,9,2,12,1,9,11
6500,5,7,7,7,8,8,9,6,6,9,7,10,7,10,9,9,16
6337,5,7,7,5,4,10,7,3,7,11,4,9,5,9,5,12,7
10009,4,3,6,4,3,7,3,3,2,6,3,9,3,8,4,6,0
13064,9,14,9,8,5,12,4,6,6,14,3,12,6,8,5,10,5
19244,2,2,3,3,2,7,13,4,3,10,12,9,3,12,2,9,6
14380,5,6,6,5,3,4,9,5,7,12,12,10,4,10,2,7,24
14340,3,7,5,5,6,11,8,5,6,8,6,7,4,7,7,6,5
4740,2,7,1,9,1,8,8,5,5,8,7,9,1,9,1,9,3
18448,4,6,6,5,3,11,3,3,3,10,3,10,3,7,3,9,0
6674,5,9,6,7,6,8,7,14,3,8,8,9,4,9,1,9,21
17374,4,8,5,6,2,2,13,6,6,13,12,9,1,9,3,7,25
2960,5,8,6,6,4,8,8,8,7,8,7,8,3,9,4,9,17
403,4,9,6,7,2,6,9,5,4,9,15,9,4,10,1,9,6
5401,5,10,7,8,6,7,12,3,8,9,12,9,2,13,2,9,22
13709,3,5,4,6,4,9,10,7,2,6,9,11,3,10,6,11,23
16416,4,10,5,7,3,1,3,5,7,2,1,9,1,9,1,9,1
16398,5,4,6,6,4,6,12,9,4,8,5,9,3,8,7,12,10
15142,5,10,6,5,3,8,9,4,4,13,10,10,6,10,1,9,9
5844,9,13,7,8,4,9,9,6,5,13,5,7,6,10,5,9,14
14987,7,12,10,9,13,10,8,4,4,9,5,8,13,6,5,6,2
895,3,2,4,2,1,8,11,4,2,8,13,9,2,12,1,9,11
8470,6,10,6,6,5,8,9,4,5,11,7,9,7,9,5,9,21
3061,3,8,3,6,2,8,8,1,8,14,7,9,1,9,2,9,3
17871,6,7,7,6,6,7,9,5,9,9,8,10,4,9,7,7,22
13322,8,12,11,9,8,10,8,4,7,13,5,6,6,10,6,10,14
13306,7,16,7,9,5,8,6,6,9,10,6,9,4,8,10,10,23
13468,4,6,5,7,4,9,8,8,3,6,8,11,4,9,7,10,23
3163,5,7,5,5,4,7,8,9,7,8,7,7,3,9,10,11,16
3547,5,9,7,7,7,7,8,6,7,8,7,8,4,8,6,10,10
12554,4,5,7,4,4,10,8,4,7,11,4,8,5,7,5,9,21
12238,7,12,9,9,9,7,9,9,5,8,6,8,4,8,8,11,21
1639,4,8,5,6,4,8,8,7,9,8,7,10,4,9,7,9,13
308,5,11,6,8,6,8,9,6,10,8,7,10,2,10,8,8,19
2091,3,4,4,3,3,10,7,4,5,11,5,8,3,8,4,11,10
5547,6,8,7,6,7,8,9,6,6,7,9,10,7,10,7,6,22
5718,5,11,7,9,5,8,5,2,8,9,3,11,2,7,4,9,1
8629,4,6,5,8,7,8,10,4,3,8,8,9,4,12,8,7,11
7178,12,15,9,9,5,10,11,7,6,7,11,7,7,14,4,7,6
4502,5,6,6,8,3,2,15,6,5,13,11,6,1,9,3,6,25
14702,3,10,4,8,4,9,8,1,8,8,7,9,1,9,4,8,3
10586,2,1,3,1,1,8,4,3,1,8,3,9,3,7,2,9,0
9056,6,9,9,8,10,9,8,5,5,9,6,8,8,9,7,6,10
13689,9,16,8,10,4,7,11,4,9,14,7,7,3,9,6,5,22
19319,7,10,7,5,5,6,9,4,6,8,5,11,5,8,6,8,10
2567,3,4,4,5,2,2,12,6,7,12,11,10,1,9,4,8,25
6655,8,11,10,9,6,10,6,4,8,7,8,5,1,10,5,8,3
5030,4,8,5,5,2,8,8,5,5,8,7,9,4,9,5,9,12
314,12,14,10,8,5,6,10,6,7,4,4,13,7,13,3,8,9
19270,5,11,6,9,4,6,10,10,5,8,7,9,4,9,7,12,10
6860,10,14,8,8,5,10,6,6,7,10,5,10,7,7,8,12,10
4434,2,1,3,2,1,8,8,4,12,9,7,9,1,9,7,9,19
15093,3,2,3,2,2,5,9,6,9,8,7,14,1,9,8,10,13
3710,3,4,3,2,2,9,8,7,5,9,7,9,3,9,9,9,18
1990,4,3,5,5,4,8,9,6,6,8,8,7,6,11,3,6,9
15284,2,1,3,2,1,3,2,7,6,1,3,6,1,9,1,9,1
9489,4,7,5,6,5,7,8,6,5,7,6,10,5,9,2,9,24
456,3,4,5,3,3,9,8,4,6,11,6,8,3,9,5,10,16
16028,7,14,6,9,4,9,4,4,6,13,5,13,3,8,7,9,1
14065,3,2,4,3,3,8,8,6,8,8,7,9,3,9,6,11,13
17784,4,6,6,5,5,10,7,4,7,11,6,8,3,9,6,11,16
19644,3,9,4,7,3,8,8,1,7,13,7,9,1,9,2,9,3
4227,5,10,7,8,7,7,8,4,5,8,7,9,7,11,8,6,10
7606,5,7,7,8,8,9,10,6,6,8,6,9,6,9,9,7,25
15037,4,6,6,4,3,8,11,2,8,8,12,9,2,12,3,9,11
12805,6,9,9,7,6,6,10,5,7,11,11,10,5,10,5,7,21
12858,6,8,8,7,6,8,7,6,7,10,6,10,5,8,6,7,17
372,4,2,5,3,3,9,8,5,10,7,7,9,4,9,7,9,12
8572,3,2,4,2,2,8,12,4,6,8,11,9,3,12,2,9,22
17050,5,9,6,7,6,10,7,6,10,8,6,8,2,8,8,9,19
11724,10,13,8,8,6,8,10,5,6,10,9,10,5,10,9,12,20
10410,5,8,7,6,5,4,9,3,7,11,10,12,4,9,3,7,7
16308,7,10,10,8,12,7,6,5,3,7,5,10,15,7,5,7,2
12023,4,7,7,5,8,7,6,4,2,7,6,9,8,8,3,9,2
8596,4,7,5,5,3,6,8,4,8,8,7,13,1,9,5,10,3
3461,3,2,4,3,3,7,8,5,8,8,7,11,4,9,6,10,7
8463,4,10,5,8,4,9,8,5,5,8,7,10,3,9,5,9,12
7725,6,11,7,8,7,10,6,8,6,7,10,8,4,10,10,5,11
16031,4,9,5,7,3,8,8,1,9,15,7,9,1,9,2,9,3
10783,6,8,8,6,7,8,8,4,5,10,9,10,8,6,3,9,2
4893,3,4,4,3,2,8,8,4,10,7,7,9,3,9,6,8,12
7360,10,14,9,9,7,8,7,5,8,11,6,8,7,9,9,6,5
10300,5,10,7,8,6,8,8,3,8,12,8,10,4,9,5,9,13
7797,6,12,9,9,10,8,7,5,3,8,9,9,6,10,5,8,6
9283,4,6,6,5,3,8,9,4,6,11,7,8,6,9,2,8,9
11218,6,11,6,8,3,1,2,6,7,1,1,8,1,9,1,9,1
6559,5,10,7,8,4,9,5,2,9,10,3,11,1,7,3,10,1
12826,5,10,7,8,5,6,12,4,3,10,11,8,5,11,7,9,6
905,5,10,7,7,7,6,8,4,7,9,8,12,8,12,7,8,1
13795,6,7,8,8,7,8,9,5,6,8,8,9,5,7,9,7,4
5757,7,12,7,9,5,6,12,10,4,8,5,9,4,9,7,12,10
5229,4,7,6,5,5,8,11,2,5,10,7,7,5,10,3,6,25
6011,4,5,6,3,4,9,9,4,6,10,6,8,4,7,5,11,10
14749,9,14,9,8,6,13,5,4,7,11,4,8,4,10,7,14,23
8071,3,5,4,3,3,10,8,4,6,11,6,8,3,9,5,10,16
5683,8,8,11,7,11,9,8,6,6,8,6,9,11,10,9,8,15
13470,8,13,6,7,3,11,6,7,5,14,4,9,4,9,6,11,3
16272,5,9,6,6,3,8,6,16,2,8,10,9,4,9,1,9,21
18416,3,5,4,4,2,7,11,2,7,9,12,9,2,12,3,8,11
18501,8,11,11,8,8,10,7,3,6,10,6,8,9,7,3,9,2
16256,6,11,7,8,5,9,8,9,6,11,7,9,4,9,4,8,17
12134,3,3,5,4,3,9,11,2,8,6,12,9,2,12,3,9,11
2757,6,9,6,7,4,5,14,6,6,13,10,5,3,13,2,6,22
19914,5,10,7,7,5,10,8,5,7,10,5,8,4,8,6,11,10
13507,5,8,7,6,4,12,7,5,6,11,2,6,6,10,2,8,9
2284,3,8,4,5,2,8,7,4,2,8,1,9,3,8,2,9,0
7481,7,10,9,9,8,7,7,6,5,7,4,7,5,10,8,8,17
12528,4,4,5,3,2,6,9,6,8,12,11,9,4,10,3,7,24
9740,5,11,5,9,5,7,7,10,7,7,7,8,3,9,10,12,16
11754,2,1,3,1,1,8,10,4,3,8,13,9,3,11,1,9,6
1485,4,9,6,8,5,9,8,8,6,7,7,10,4,9,5,11,23
18355,6,10,9,8,6,10,9,2,7,14,6,6,4,10,4,10,25
6510,4,7,6,9,2,11,12,3,5,5,13,9,1,11,1,9,11
4437,3,6,5,4,3,8,8,3,9,12,8,10,3,10,5,9,13
18596,2,1,3,1,1,8,5,3,1,8,3,9,2,7,2,9,0
10510,5,8,7,6,5,9,10,9,5,8,8,8,4,9,4,9,17
702,2,1,2,1,1,8,8,4,6,6,7,9,1,9,8,9,18
9251,5,12,6,10,4,9,9,10,8,6,8,10,3,8,6,12,8
12920,10,14,9,8,5,8,6,7,8,4,10,8,6,10,4,7,24
6414,3,4,4,3,2,6,10,6,8,13,10,11,2,11,3,8,20
1812,2,6,1,8,1,8,8,5,5,8,7,9,1,9,1,9,3
19961,5,11,7,8,6,8,9,7,6,9,6,10,4,7,7,12,10
9753,3,5,4,4,3,8,8,6,8,8,7,10,3,9,6,11,13
11131,5,10,7,7,6,9,8,2,8,12,6,10,4,9,6,11,13
2952,1,2,1,2,1,8,8,5,5,8,7,9,1,9,1,9,3
15704,9,11,8,8,5,4,13,4,4,11,12,9,4,11,2,8,6
5624,6,10,6,7,4,6,13,10,3,10,6,5,2,11,5,9,14
11970,4,7,5,5,4,9,8,6,8,11,6,7,4,9,4,10,5
17404,4,8,6,6,3,10,8,2,9,11,5,8,4,9,4,9,12
19766,10,16,9,9,6,9,9,4,10,13,6,7,4,8,7,7,22
17335,2,5,3,3,2,9,7,4,7,15,7,11,2,8,2,8,4
5790,5,10,5,5,4,8,8,5,4,10,9,11,4,10,9,11,20
4431,5,7,5,8,5,8,10,6,4,8,10,12,4,10,8,9,23
8143,7,10,7,8,5,6,10,2,8,10,10,7,4,11,6,5,11
11995,3,4,5,3,3,8,9,3,9,12,7,10,3,10,5,9,13
1756,7,10,7,7,7,6,11,4,4,10,8,8,7,12,3,8,15
11931,7,9,7,7,5,8,12,4,9,13,10,5,3,13,4,5,22
10335,4,10,5,8,4,11,7,1,9,12,4,7,1,8,2,8,4
19146,6,8,8,6,7,8,10,5,7,11,7,7,4,8,7,9,16
16761,2,6,2,5,2,8,8,2,8,8,7,9,1,9,3,9,3
4505,6,10,8,8,5,11,8,4,8,11,3,8,4,7,5,12,10
2441,5,5,5,7,4,6,12,9,5,8,3,10,4,8,7,12,10
11154,5,8,8,6,7,9,8,2,5,11,8,8,7,10,4,7,25
10799,5,10,6,7,4,9,10,3,7,15,6,5,3,11,4,9,25
2403,7,11,7,9,6,7,7,10,9,7,7,8,3,9,11,11,16
286,4,9,6,7,3,6,11,4,3,9,13,9,2,12,1,9,11
3250,3,5,6,4,3,8,9,3,10,13,8,8,2,9,6,7,19
19440,5,7,6,6,6,7,8,6,7,8,5,8,5,8,7,6,5
1937,6,8,9,6,8,9,8,3,5,10,7,8,8,6,3,8,2
8628,4,2,5,4,3,8,13,4,7,8,12,9,3,12,2,8,22
18142,4,9,6,7,4,9,8,3,10,12,7,9,3,9,7,9,19
18905,2,4,4,3,2,9,8,2,10,12,7,9,2,9,6,8,19
1023,4,6,4,4,3,8,9,6,6,8,7,7,6,11,3,6,9
14633,4,7,5,5,5,8,7,7,5,7,8,9,8,6,3,8,2
12893,5,11,5,9,2,1,1,7,7,1,1,6,1,9,1,9,1
2092,7,12,10,9,9,9,9,6,7,11,7,6,5,9,5,10,5
3788,5,9,7,7,9,9,8,6,4,8,8,8,7,11,9,10,16
1479,8,9,8,7,5,3,11,4,5,12,12,10,8,11,2,8,15
14674,8,11,6,6,3,7,9,7,9,12,8,12,3,9,6,10,20
9705,5,6,6,4,3,7,12,3,9,12,10,5,2,12,4,5,22
4539,4,8,5,6,3,9,10,4,2,8,13,9,3,11,1,9,6
7929,5,10,5,7,3,4,9,8,3,8,6,12,4,9,4,11,7
15766,3,4,5,5,2,6,9,5,3,9,14,9,4,11,1,9,6
14349,2,4,3,2,2,5,9,5,7,11,10,13,2,9,3,9,20
2019,5,11,7,8,2,10,11,4,3,7,14,9,3,12,1,9,11
17864,4,8,5,6,3,6,8,11,9,8,7,6,4,9,5,9,5
16731,6,9,7,10,8,9,8,7,4,9,9,11,4,10,6,9,23
2552,6,8,8,6,7,5,8,4,5,11,11,11,7,7,3,7,2
18622,3,4,4,3,3,9,8,6,5,7,8,9,6,7,2,8,2
17015,8,10,11,8,6,6,10,3,9,11,10,11,4,9,5,6,7
4398,4,7,5,5,4,6,11,3,7,11,10,7,2,11,4,7,25
7418,4,5,6,4,2,8,13,4,4,8,12,9,3,11,2,9,6
5983,4,7,6,5,3,8,13,3,4,7,12,9,3,11,2,9,6
11340,8,12,8,9,5,7,9,3,9,9,11,6,6,12,7,4,11
5982,6,9,7,7,8,6,8,4,7,8,7,10,6,9,6,8,22
5839,6,8,8,6,4,8,9,5,2,7,9,9,9,10,1,9,15
9284,9,11,9,6,5,10,9,5,6,9,4,6,7,8,5,9,21
11501,8,10,9,9,9,7,9,4,10,9,8,10,4,9,9,7,22
3767,4,9,5,7,4,8,8,9,5,11,7,9,4,9,4,8,17
2254,5,7,6,9,3,8,8,5,5,8,7,9,4,9,5,9,12
11334,2,1,2,1,1,3,2,7,5,1,4,5,1,9,1,9,1
17295,6,8,8,7,8,6,9,6,4,7,6,9,10,8,6,8,2
19170,3,8,4,6,2,8,9,1,8,14,7,8,1,9,2,8,3
4032,7,10,7,8,4,3,12,4,4,11,12,9,3,11,2,9,6
6666,3,7,4,5,3,4,8,7,3,8,7,11,4,9,3,12,7
7003,7,8,7,6,7,8,11,5,3,9,7,7,9,13,5,6,15
6706,3,4,5,3,3,8,8,4,10,7,7,9,3,9,6,9,12
17992,8,16,6,9,4,11,4,5,5,11,4,11,5,7,6,12,18
17970,4,3,6,4,3,8,9,6,8,6,10,10,6,11,2,8,24
1275,2,4,3,3,2,9,7,4,5,15,7,11,2,8,1,8,4
6469,5,12,7,9,5,10,10,3,7,14,5,5,3,11,4,10,25
11219,7,8,9,7,8,9,5,6,6,8,5,11,5,6,8,8,23
8914,7,12,9,9,9,10,8,9,6,7,8,10,7,9,5,7,24
8626,8,15,8,9,5,11,5,4,9,13,5,11,4,10,5,12,19
14654,5,11,7,9,7,8,8,5,7,8,7,7,7,9,5,9,10
19294,5,7,6,5,3,6,12,3,9,12,10,6,2,12,3,5,22
19521,6,7,8,10,11,10,6,7,3,8,7,9,9,10,5,9,23
10103,2,1,2,2,1,9,8,5,7,6,7,9,1,9,8,9,18
7480,2,4,3,3,1,8,8,2,8,14,7,9,1,9,2,9,3
12281,5,7,7,5,4,8,9,4,6,11,7,8,6,9,2,8,9
5045,5,5,7,8,2,9,9,5,4,7,15,9,4,10,1,9,6
11991,3,4,5,3,3,8,12,3,3,8,10,9,6,12,1,9,15
13459,2,4,3,2,2,11,8,3,5,12,6,10,2,8,1,8,4
14131,6,10,9,8,5,9,9,2,10,11,6,8,4,9,5,9,12
1415,3,4,4,3,2,8,8,8,5,8,7,9,3,9,3,9,17
8130,6,10,8,8,5,4,10,5,5,12,12,11,6,8,2,9,9
13012,6,11,7,8,4,8,8,5,16,10,7,9,1,9,9,9,19
11249,3,2,3,2,2,5,8,6,9,8,7,14,1,9,8,10,13
6691,6,11,8,6,4,9,8,3,5,13,9,9,6,9,1,9,9
2309,4,4,5,3,3,8,9,7,8,7,10,10,4,10,2,9,24
4855,7,11,10,9,8,9,10,6,5,12,5,5,3,11,4,9,14
2127,5,11,6,9,4,8,14,1,7,8,11,9,1,9,1,9,22
10538,6,11,7,9,5,6,12,2,10,9,12,10,2,11,2,8,22
1446,4,7,5,5,3,9,11,3,7,6,13,9,3,12,3,9,11
7812,4,7,6,5,7,9,7,6,5,8,8,9,8,10,8,9,16
12184,6,12,5,7,3,9,9,3,6,14,5,6,3,10,6,10,3
518,2,5,1,6,1,8,8,5,5,8,7,9,1,9,1,9,3
19584,6,8,8,6,6,8,9,3,9,12,8,9,4,9,6,9,13
13542,4,9,6,7,4,8,6,4,1,8,2,9,3,8,2,9,0
